business_id,cool,date,funny,review_id,stars,text,useful,user_id
--cZ6Hhc9F7VkKXxHMVZSQ,0,2013-02-02 18:40:01,0,dlyKYjdVWHQ-RmBeO1bVOw,3.0,"The food was tasty...loved the tostones and guac; good sauces.  I also found the chicken, and rice and beans to be very flavorful.  Unfortunately, I would have to give the service a C-, at best.  Initially seated near the door, I asked for a table change to avoid the cold draft.  The server responded with a rude, \"No!\".  Thankfully, another server accomodated the request.  No one asked if we needed refills on our drinks (we did).  When we were finally given our bill, we gave the server the coupon (which we told them we had upon being seated).  We waited and waited for the revised bill reflecting the discount.  The server finally returned to the table and said that if we weren't going to order anything else he would have to charge us for sitting at the table because the table was needed for other customers. (And no, he wasn't joking.) Excuse me???  We're waiting to pay YOU and you are going to charge us for \"table time\"?  They seemed to be certainly overwhelmed by the crowd---but, on a Friday evening what were they expecting?

All said, because the food was good, and the reviews have been consistently favorable, I am going to give this place a second chance.  I just will make sure to avoid them during peak times (no Friday or Saturday evening or lunch time!).",0,fcVzVFg07-SpMz_vfBy4qQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2013-05-08 15:00:20,0,X6-KGabYKJTS1Dsipo4XIw,3.0,"The food is tasty, no doubt, but rotisserie chicken is similar everywhere, so I don't think it's better than others in general.  I like that they have the traditional sides.

Everything is clean & neat with a nice, warm decor.  The music was a bit loud for a small space, but not overwhelming.  The waitress was pleasant enough & brought our food quickly.

They have outdoor seating on the sidewalk...this is a strip mall place, but there are bushes & trees, so it's nice.

I had the rotisserie chicken salad w/fries $9.75 and my sweetie had the 1/2 chicken w/rice $11.75 so I think the pricing is high for what you get.   I probably wouldn't be back just because of the cost.",1,ciXjBfJrAEteIKpzZg4I9g
--cZ6Hhc9F7VkKXxHMVZSQ,0,2013-06-26 19:34:07,0,WpCyniYRn5PRF_TNNLbwyg,4.0,"Had dinner at Pio Pio a few weeks ago after reading rave reviews on Yelp and a few food blogs. The restaurant had a few other tables full when we arrived, a mix of couples, families, people dropping by for take out, and a Bring Me That delivery employee waiting for a delivery order. I ordered the 1/4 chicken white meat meal with rice, beans, and plantains. My husband got the 1/4 dark with yucca. Everything was great! The chicken was super flavorful, even bites without skin tasted like the marinade/seasonings they use. The rice, as many other reviewers have mentioned, is delicious - the saffron flavor is definitely noticeable, but not overpowering (I love saffron, so I was not surprised that the rice was one of my favorite parts of the meal -  a close second to the chicken.) The plantains and yucca sides were both great, too. We live nearby, so I'm sure we'll be dining in and picking up to go orders regularly.",1,IwP_3dLp9z-t-JWYF8r6vA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2013-08-04 20:10:58,0,sQgymGlqrZeI7jbDMq6dNg,2.0,"I am giving Pio Pio a low score but I take the responsibility.  Instead of ordering the things that received the best reviews, like the meat platters and heavier South American dishes, my wife and I opted for the ceviches since the weather was very warm.  Our mistake was not understanding that Columbian ceviche comes swimming in an approximation of thousand island dressing and not simply in the usual citrus juice and herbs.  So it was just too goopy to be good.  We also had the shrimp in garlic with tostones which were great so, perhaps we try again and order smarter.",1,28Awani9eGO4h8JSIyPYCQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2013-09-09 17:56:27,0,iM9HIS3uZz9hZDhPuPHkYw,3.0,"I am quite familiar with Peruvian and had it fairly frequently when I lived in NYC and also on various visits to Miami. I thus have high standards for Peruvian and went into this Pio Pio with high expectations.  Nonetheless it was good enough for me to give it 3 stars, My friends who did not have a point of reference for this food liked it much more than i did and gave it 4 stars. 
The arepa was made of white corn,  I found it to be a little tasteless aside from the cheese. The roasted chicken was good and I got it with fried yuca. What really turned me off was their Lomo Saltado. In the many places that I've had this dish before, the fries are sauteed in with the meat, but here they were served on the side. I find the quirkiness of the fries in the in the meat to be what makes the dish so alluring and unique, so taking that away took a lot for me.
Overall, the place wasn't bad. If it's your first time trying Peruvian food you might even love it.",3,CD4HBPjLfMg9GZmN7H9pUQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2013-11-14 02:33:49,0,P8Be-TZeGqXynP7puWKNIw,4.0,"Affordable, great tasting food in a clean setting! My kinda to go place when I do not feel like cooking. I get the Montanero platter...sooooo good. Especially the fried pork skin. YUM!",0,qKvCN5_iG4x-KpnJQpk9SA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2014-01-20 01:41:17,0,dcCMI7wdC1iGOJL7x-WFYQ,5.0,"A local favorite, worth traveling for.  The rotisserie chicken is moist and delicious every time.   The white sauce is drinkable (use on salads, chicken and rice). The restaurant has a nice atmosphere to eat in and take out is easy.  The hole fried fish is very good- big for one, modest to share.  The empanadas are great, a bargain at 1.50 each!  They call them chicken/beef patties (???).  Not a yucca fan, but they do it authentically.  The fried plantains are very good, but huge portion, enough for four to share.",0,xUqeKBp2aFZQF1ScTeJIrA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2014-06-14 13:57:06,0,xwfW1pgQ8mM4VYiYphkb5w,5.0,Favorite place to take people. It doesn't look like much but once you get in; the food and atmosphere makes up for it. Must have the rice with the jalapeño cream sauce. The chicken falls off the bone and the plantains are to die for! I recommend the ripe plantains because they are sweet and can act as a dessert!,1,TBn8aFS7F3c2w21MbB0ooA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2014-06-30 23:36:01,0,F2NgIVA6aa4SgkeMXU4RiQ,5.0,"Pio Pio surpasses my expectations for succulent, moist rotisserie chicken, flavorful bean, rice, and sweet fried plantains. Their green Jalapeño sauce is to die for! Congratulations and keep up the excellent job.",0,oxVTooHrLlYwG1f2pMhuaw
--cZ6Hhc9F7VkKXxHMVZSQ,0,2014-07-13 23:58:38,0,Y0GaQQzHGHxWTsrQmZOSjg,1.0,"I love the food but their service is SO BAD.  Like you've got to be kidding me bad.  I've stopping in here due to that reason.  And if you call an order in, tell them a pickup time about 10 minutes earlier than you actually need it - otherwise expect to wait.",0,875pZDFi4xh5O-B1bFVdmg
--cZ6Hhc9F7VkKXxHMVZSQ,0,2014-07-28 03:53:04,0,4dTulKBKNQ5bRto2MSq-FQ,5.0,"The food, customer service, and atmosphere I went back for seconds on the same night! I ordered the #20 on the menu it was fabulous. I think it's called Chaurra Mix! I definitely will return to this location!",1,QZtBHKHZQHy9fnvy7WBo4g
--cZ6Hhc9F7VkKXxHMVZSQ,0,2015-02-17 06:51:39,0,b4f13XS2OtisMxKdOWD_zg,4.0,If you love chicken or wanna try a new ethnic food go here! Very tasty. Discover a new flavor!,1,U0NPWxHx8MEG-nbBS4ejPA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2015-03-07 16:27:01,0,XmCGB-kqHxxy_Sxs9-iLZA,5.0,"One of my favorite places to order take out. So good! The ambiance looks nice too, but I've never eaten in there so I don't know much about the service. I do know that the food is always delicious. 

My favorites are chicken with rice and beans. They also have the best salad dressing I have ever tasted. Their guacamole is excellent as well. 

Can't go wrong with Pio Pio!",2,14j39CU0NQOlsBFlZRHoVw
--cZ6Hhc9F7VkKXxHMVZSQ,0,2015-05-01 19:23:22,0,yO7cHT1RneUmkLMh5a5wTA,5.0,This place was absolutely delightful. The Montanero platter was delicious. The sausage was very succulent and bursted of amazing flavored. The chicharrón was cooked to a perfect crisp. The steak was tender however the portion of the steak could of been a little better. Plantains were perfectly soft. I thoroughly enjoyed myself here and will be returning this Sunday!,0,7g-msbhTii_fq2BKGLcW_g
--cZ6Hhc9F7VkKXxHMVZSQ,0,2015-05-14 17:45:48,0,d_06zSUn-DE1GqIHnZaBrg,4.0,Great food! Great atmosphere! Great service! Overall great experience!! As advertised! One of if not the best place to get chicken in Charlotte.,0,K9gzmN-uM6EcIKBvvnK-bQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2015-07-04 03:45:33,0,X_vhqPt3lvU1023jHYdiyA,5.0,The best rotisserie chicken!  The chicken is absolutely incredible and the sides are amazing!  Hidden gem in Charlotte.,0,r8QGjVMdQFC0t5Y9yWDGDA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2015-08-30 23:11:20,0,WaIkI1DBXvX6DRVrrt5UmA,5.0,"The best things here are the saffron rice, plantains, and the rotisserie chicken...NOT SPICY so it fits everyone tastes....also the garlic sauce fits with just about everything....

Very clean, professional, and the positions are well measured for the price",1,daFezWUv_AjdPV64ZaYA3w
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-01-18 23:46:01,0,5U5DoyrLRn7yu_NR5RIvdQ,4.0,"Very good 1/4 rotisserie chicken dinner, beans & rice, and another side, @ a reasonable price.  Under $30, including tip.",0,Ra8b_AwlYimFD-gHvj74ow
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-02-24 12:57:20,0,x648fqu34j9wPiOSQKmL5g,5.0,If you are looking for New York Spanish food here's the place. And if you go around lunch time the price is right. I can eat here every day.,0,tKELRv-dokdgt0A--eDQOg
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-03-08 00:34:00,0,BnRQ_tnHjRVjetO4kfgtCg,4.0,"I moved to NC (Concord area) from Miami recently and have been looking for good Latin food. Pio Pio is the first place I have tried worth mentioning/reviewing.
The staff is very friendly. I had the \"Montanero\", which is the name that they gave their \"Bandeja Paisa\". Everything was great with the exception of the steak. And my only complaint about the steak is that it wasnt churrasco (skirt steak), which is the cut im used to having. My girlfriend had the Lomo Saltado. Everything about the dish tasted great but it definitely was not your traditional Lomo Saltado. This is a very good spot for anybody who grew up around Latin culture and eating Latin food. I was feeling a bit homesick and this place took me right back to Miami with the music, food, and beverage selection. Unfortunately they don't offer Malta Hatuey or Jupiña on their drink menu but then again those ARE Cuban drinks and their menu is Colmbian/Peruvian for the most part. PIO PIO is about 25 minutes away from my house but I will be driving back soon.",0,zQnKKiJDS7JQfyFMTEXceA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-04-25 00:43:06,0,YGIn5p3kgqXQmCYa-Yki-w,2.0,"Disappointing. My boyfriend and I stopped by to order takeout. We each ordered the montanero and a side of fried yuca. They said it would take about 15 minutes for the food to be ready. No problem. We waited outside for 15 minutes. I went inside to check if our order was ready. Not yet. Fine. Another 5 minutes goes by. I go back in. Not ready yet. Then another 5 minutes (that's 25 minutes) goes by and I go in to check on the order. Nope. Not ready. So one of the waitresses said she'll bring it out to us when it's ready. Ten minutes later, I about lost all of my patience. So I tell my boyfriend to go inside. He finally comes out with the food and says they did not even apologize for the delay. As we were leaving, one of the waitresses brings out our yuca because they almost forgot to pack it in our bag. So I made sure to check the bag in case they got our order wrong or missed anything else. There were no utensils....so I had to go back inside to ask for some. Again, they weren't apologetic for being forgetful and slow. We drove 5 minutes to our destination to finally enjoy this food. But unfortunately everything was cold. So why did it take them 35 minutes to cook our food, for it to be cold?! I'm only giving this place 2 stars because we enjoyed the yuca. And that was the only thing fresh and hot.",0,73vHYrNKhMvcmwRrEyLdKA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-06-12 01:41:16,0,R-vXbDwXpHP-fU0kGe1z-g,1.0,"We went here because the review seems good. But I learnt when we use the groupon, the waitress took my phone for 10 minutes and don't want to return it. When my phone was returned, it was clicked. I'm worried about my private info was look by the waitress. The food was dry and waitress have been giving me a bad look since I had asked for food not over cook. Never going bad there!!!!!",0,ooTQv62KKlpJJHNS7oV_3w
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-06-23 23:05:06,0,sLODA3QmpPSSxc63jggRSw,5.0,Love this place!! We were visiting some friends in Charlotte who took us here for lunch. It was packed on Labor Day and with good reason. The food was amazing! Fresh and delicious. I got the #5 salad with rotisserie chicken and my friend got the steak fried rice #20. All the food was amazing. The atmosphere is clean and bright. The service was a little slow but there was a large party which backed up the kitchen. I would definitely recommend this place!,0,0dBZWWZBCWJ-1noLT6k88g
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-07-15 22:03:11,0,V_Qm53zeMyQARVuuiOCn_Q,5.0,"Our go to place for as close as you can get to Puerto Rican food. Rotisserie chicken is flavorful and very tender. Always top notch. All the sides have always been very good. I like the fact that the food here is consistent. Servers are always polite, but you may get one where their English is a bit choppy. Be patient. The food is worth it. You must try their homemade Sangria. Delicious!

Overall it is a great establishment that serves up authentic cuisine that is delicious.

TIP: Check Groupon first before you ask for the check. Sometimes they have a special listed on Groupon.",1,eBoyunRiJb-QzwQbv1-1bw
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-07-16 21:24:43,0,seudBSSN_jpqTh1Dj52daA,4.0,"Pio Pio my friend.... Best chicken in the Q.C! I eat there at least once a month, and they have yet to let me down. Can't give them 5 stars cause they are a little on the high side. But I guess you pay for the quality!",0,Wj66E--Hrjh_llWIrOqo8w
--cZ6Hhc9F7VkKXxHMVZSQ,0,2016-10-16 16:13:15,0,y9GL8L3ik7HNz4m-VvyjJw,4.0,"I didn't actually do the rotisserie chicken here, even though that's their specialty. My friend doesn't like bones! So we had a few other dishes and shared a lot. The service was attentive, prompt, and friendly. The atmosphere is basic. On to the food reviews:
* Green and white table sauces: The green has a nice kick to it. The white is somewhat tangier. You could mix them together or enjoy them each separately. They're darn good, but I wouldn't say you would drink them by the ounce (i.e. they seemed to be slightly overhyped based on what I was told by my friend).
* Arepa: 3.5 stars. Pretty standard, average stuff. No seared flavor, it is merely a vessel.
* Tostones: 3.5 stars. Same as above. They lose heat quickly and end up a bit hard.
* Sweet plantains: 5 stars. They have a delicious sugary burnt crisp to the edge, unlike most places where they end up mushy. Definitely order this as one of your sides.
* Rice: 4 stars. It's rice. It's nice rice.
* Pork skin: 4+ stars. Nothing outstanding, but it's done right. Maybe a little on the smallish side. Pork skins are always at least 4 stars when done right.
* Chicken soup: 4.5 stars. You may want to add salt, but be sure not to overwhelm the subtle spices that lend the broth an extraordinary flavor. I did find it slightly bland, but I'm not deducting any stars for a restaurant that chooses to let you salt to taste instead of deciding how much sodium you need.
* Side salad: *shrug* It's a salad. It's got decent size to it, but it is what it is.

Good stuff, and a change from the usual. If you're afraid to try new cuisines, you can get enough familiar foods here to test the waters before diving in. Give it a shot.",0,310zgwPQRoe63E1pzzMVPA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-03-15 02:03:04,0,CoUVDm6J2hMGxgk-aQq6cQ,3.0,"I want to love this place, but I don't.  It's not for lack of trying.  The food is excellent - consistently excellent.  The sauteed garlic shrimp appetizer, the fried calamari - both great.  The chicken - in all it's forms - is juicy and flavorful.    But the service - surly, uneven, indifferent.  Service quality does not vary between dine in and take-out - they both stink.   This place has 5 star potential, but it's not there yet...",0,5l81-VVaykyvfW85Mt6kLw
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-03-27 07:37:07,0,XBkHj8e-DTSMjQS1yCw5Ug,4.0,Had some chicken and rice and yuca via DoorDash on a business trip to Charlotte. Loved the chicken though it could have been a bit more crispy. The rice was great. Would recommend.,0,dHamSCk91vknqu6JtrzJSQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-04-08 03:54:04,0,z8B9VwNclDRVR5rL_rbO7g,4.0,"Let's just start by saying Pio Pio has fulfilled one of my biggest restaurant pet peeves!!! They now charge for extra sauce!!! .25 cents for each additional cup of sauce. 

This is not my first time here but I have been cheating on them with another Peruvian chicken restaurant. Tonight I decided to grab a dinner for my family cause I trust the quality and taste of their food and I knew one of the combos would satisfy my whole family. Plus they are open til 10pm which allows me to go after work at 9pm. 

From order to pick up I would say 15 minutes elapsed. I was a little annoyed when I arrived and saw the posted extra sauce charge. How am I suppose to know how much sauce I need?? My family loves condiments ... how many extras will I need for everyone. I decided on an extra 2 of each sauce. Adding another dollar to my bill. 

Overall I was satisfied with what I ordered. The food was tasty and the portions were good. 

I'm not sure if this is going to go back to my regular Peruvian Chicken spot of choice but here are a few pros and cons for this establishment. 

PRO:
*open til 10pm
*large portions
*simple menu

CONS:
*extra sauce charge
*doesn't work well with larger groups",3,12iozmUYN_gvAng9kMLs_w
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-04-08 04:00:37,0,5On2BDTZ-C8Jgx7m6nwiZw,4.0,The roasted chicken was excellent. It tasted super fresh and the skin was perfectly crispy. I also enjoyed the plaintains which were not overly greasy and the red beans and rices were equally delicious. I also enjoyed the condiments. Having eaten Peruvian food a few times previously I was surprised at how spicy the sauce was. However it was delicious to dip in the chicken and mustardy taste of the white sauce was good as well. No complaints...,0,a_1V82FzpRkYI1tMsBqUiw
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-05-01 05:25:16,0,dwJyDDI8NUHbIQVWMQ4Bdw,5.0,"Love love this place. The chicken and the yellow rice is my go to order. It looks so simple but simple is best in this case. Also, the green sauce is to die for. So, if you love Peruvian food this is the place. If you don't, give Pio Pio a try, you'll change your mind. A little FYI:They often have Groupons!!!",0,5sCA9lfZJbyuoy3amyHoxQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-05-27 17:39:32,0,eWXTEhPVeoXC007w9cc72g,2.0,"The service is rude, the atmosphere is dank and dingy.  It smells like really old oil/food and my clothes reeked afterward.  

The food was decent, but in Dilworth there are so many places to grab good food I'm not sure this is worth it.  Plus, Viva Chicken is now down the street and I'd rather go there for fresh food and fresh atmosphere!",0,B8ipXn5IeP7ndkYFCVMLEQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-07-08 17:42:45,0,umgkdoEDvFUD006DVT9bUA,4.0,Food was good. Got the #20 lunch combo. At first it didnt look like a lot of food when it came out but it was actually more than i thought. Def filling. The white sauce on the table is great!!,0,gAORnKkyEJqyCmauTY0yJA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-07-31 06:01:28,0,_23SYGH9eF_mFoTvszykBA,5.0,Tasty delicious food!!! Wish they would bring back the ceviche. But the rest of the menu is awesome!! Highly recommend the beef empanadas!!,0,gkKkuVnJuFN6tTNr5ArvtQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-10-12 23:40:55,0,Byr7a0I_t7LCNMdMhLvE2Q,4.0,"Very delicious chicken, plantains, Safran rice and chicken soup. Got it delivered a and it was great! Great portions .
Will eat this great food again.",0,y79KCNexkLPQa85vmxikFQ
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-10-13 22:36:46,0,yuclwhRGnADTrYPL8F-O3g,5.0,First time at this spot and pleasantly impressed!!!  Very quaint and the food is outstanding!!  Oh and don't forget the white sauce!!!!! I will be back for sure.,0,i00V9jsR9m6nXUuHYTgOaA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2017-12-03 19:32:54,0,m0wsZ30fwLWWLKNbx34n5w,2.0,"I've been coming here for years, always ordering take out and have always been satisfied with the food. Customer service has always been okay, I didn't expect much given I was picking up food anyway. 
My husband and I decided to eat in last week and our meal was the usual- decent food that made a quick weekday dinner, loud but peppy music, decent service! I signed the receipt and remember I signed it off as an even $30 (including tip). While reviewing my a/c statement yesterday I noticed I was charged 31.52. This made no sense to me and I was quite honestly surprised. Wanting to let them  know (of human error, ignorance or foul play) I called the restaurant and asked to speak with the manager. I was told he wasn't available. I told the woman on the phone (who was really sweet and appreciative of my call) what had happened and left a message for the Manager to call me back. It's been over 24 hours and I haven't received a call yet. 
Long story short- I feel cheated. A dollar fifty doesn't matter, it's about honesty and integrity. Signed receipts being manipulated (erroneously or on purpose) is appalling and I'm sure illegal. 
Gave them 2 stars- for the hundreds of meals I've eaten here and because I don't think everyone deserves to be blamed for what is (hopefully) one person's error.",0,MYYG_BCn_27uufA6I9JP1A
--cZ6Hhc9F7VkKXxHMVZSQ,0,2018-02-24 22:56:11,0,J3CHlTAYM9khwiYR9L10-Q,4.0,Had the Latin combo which included rotisserie chicken with rice and beans and tostones. The rice and beans were as good as Mom's.,0,qYpiG3Quq3i19Qnn-U86ZA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2018-03-05 00:27:25,0,dxiQ1AAxifAF6hCUi728WA,5.0,Best house soup in Charlotte and really good roast chicken. I would recommend this restaurant to anyone,0,ColdyCkKC3BkLV9IsbqkKA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2018-03-24 01:00:09,0,gM5J0BZieaTuineA0MczMA,5.0,"First time here. Amazing.  Great service. Food is authentic, well flavored and very affordable! Music is great too.  Oh and from a health perspective gluten free, dairy free options available and delicious.",0,rMe7Di9vAjX0JCycRWQK5Q
--cZ6Hhc9F7VkKXxHMVZSQ,0,2018-06-26 21:34:56,0,QtphxUIKXe_hr6V2SXpy2A,3.0,"Everything I've had here is pretty good. Awesome Red snapper.  They cooks always overcook it but what can you do?  It's Charlotte so standards for perfectly cooked fish are a bit different.  Chicken is good too but prepare yourself for sodium overload.

The only thing keeping this at a 2 star is how dirty they let their outdoor dining area get. It is truly disgusting with grease stains, rotting smears of food and debris.  They really need to scrub it down every week. I've never seen it clean in many years. 

Also the staff can be really rude. Especially the female servers.",0,qAb1NZH1y_4N9rZs14N8gA
--cZ6Hhc9F7VkKXxHMVZSQ,0,2018-08-06 02:16:42,0,UlomjYiwZu25khUffWXegg,5.0,"I go here as often as I can. Being from the Caribbean, this food reminds me of home. Their chicken with red beans and rice and plantain is all I'll ever get!",0,le4u-OCVemW81k0Q6BJE-g
